Geografi,År,Kjønn,Alder,Utdanningsnivå,Måltall,value
Hele landet,2016-2022,kvinner,65 år,grunnskole,leveår,84.88858
Hele landet,2016-2022,kvinner,65 år,videregående eller høyere,leveår,88.318291
Hele landet,2016-2022,kvinner,65 år,videregående,leveår,87.267044
Hele landet,2016-2022,kvinner,65 år,universitet/ høgskole,leveår,89.369537
Hele landet,2017-2023,kjønn samlet,ved fødsel,alle utdanningsnivåer,leveår,82.911194
Hele landet,2017-2023,kjønn samlet,ved fødsel,grunnskole,leveår,-
Hele landet,2017-2023,kjønn samlet,ved fødsel,videregående eller høyere,leveår,-
Hele landet,2017-2023,kjønn samlet,ved fødsel,videregående,leveår,-
Hele landet,2017-2023,kjønn samlet,ved fødsel,universitet/ høgskole,leveår,-
Hele landet,2017-2023,kjønn samlet,30 år,alle utdanningsnivåer,leveår,83.479233
Hele landet,2017-2023,kjønn samlet,30 år,grunnskole,leveår,80.173004
Hele landet,2017-2023,kjønn samlet,30 år,videregående eller høyere,leveår,85.304565
Hele landet,2017-2023,kjønn samlet,30 år,videregående,leveår,83.846687
Hele landet,2017-2023,kjønn samlet,30 år,universitet/ høgskole,leveår,86.762451
Hele landet,2017-2023,kjønn samlet,65 år,alle utdanningsnivåer,leveår,85.658745
Hele landet,2017-2023,kjønn samlet,65 år,grunnskole,leveår,83.730316
Hele landet,2017-2023,kjønn samlet,65 år,videregående eller høyere,leveår,87.061279
Hele landet,2017-2023,kjønn samlet,65 år,videregående,leveår,85.935944
Hele landet,2017-2023,kjønn samlet,65 år,universitet/ høgskole,leveår,88.186623
Hele landet,2017-2023,menn,ved fødsel,alle utdanningsnivåer,leveår,81.293617
Hele landet,2017-2023,menn,ved fødsel,grunnskole,leveår,-
Hele landet,2017-2023,menn,ved fødsel,videregående eller høyere,leveår,-
Hele landet,2017-2023,menn,ved fødsel,videregående,leveår,-
Hele landet,2017-2023,menn,ved fødsel,universitet/ høgskole,leveår,-
Hele landet,2017-2023,menn,30 år,alle utdanningsnivåer,leveår,82.006393
Hele landet,2017-2023,menn,30 år,grunnskole,leveår,78.410179
Hele landet,2017-2023,menn,30 år,videregående eller høyere,leveår,83.75415
Hele landet,2017-2023,menn,30 år,videregående,leveår,82.229828
Hele landet,2017-2023,menn,30 år,universitet/ høgskole,leveår,85.278481
Hele landet,2017-2023,menn,65 år,alle utdanningsnivåer,leveår,84.566772
Hele landet,2017-2023,menn,65 år,grunnskole,leveår,82.581894
Hele landet,2017-2023,menn,65 år,videregående eller høyere,leveår,85.73558
Hele landet,2017-2023,menn,65 år,videregående,leveår,84.623253
Hele landet,2017-2023,menn,65 år,universitet/ høgskole,leveår,86.8479
Hele landet,2017-2023,kvinner,ved fødsel,alle utdanningsnivåer,leveår,84.528778
Hele landet,2017-2023,kvinner,ved fødsel,grunnskole,leveår,-
Hele landet,2017-2023,kvinner,ved fødsel,videregående eller høyere,leveår,-
Hele landet,2017-2023,kvinner,ved fødsel,videregående,leveår,-
Hele landet,2017-2023,kvinner,ved fødsel,universitet/ høgskole,leveår,-
Hele landet,2017-2023,kvinner,30 år,alle utdanningsnivåer,leveår,84.952065
Hele landet,2017-2023,kvinner,30 år,grunnskole,leveår,81.935829
Hele landet,2017-2023,kvinner,30 år,videregående eller høyere,leveår,86.85498
Hele landet,2017-2023,kvinner,30 år,videregående,leveår,85.463547
Hele landet,2017-2023,kvinner,30 år,universitet/ høgskole,leveår,88.246414
Hele landet,2017-2023,kvinner,65 år,alle utdanningsnivåer,leveår,86.750717
Hele landet,2017-2023,kvinner,65 år,grunnskole,leveår,84.878746
Hele landet,2017-2023,kvinner,65 år,videregående eller høyere,leveår,88.386986
Hele landet,2017-2023,kvinner,65 år,videregående,leveår,87.248627
Hele landet,2017-2023,kvinner,65 år,universitet/ høgskole,leveår,89.525345
Hele landet,2018-2024,kjønn samlet,ved fødsel,alle utdanningsnivåer,leveår,83.004242
Hele landet,2018-2024,kjønn samlet,ved fødsel,grunnskole,leveår,-
Hele landet,2018-2024,kjønn samlet,ved fødsel,videregående eller høyere,leveår,-
Hele landet,2018-2024,kjønn samlet,ved fødsel,videregående,leveår,-
Hele landet,2018-2024,kjønn samlet,ved fødsel,universitet/ høgskole,leveår,-
Hele landet,2018-2024,kjønn samlet,30 år,alle utdanningsnivåer,leveår,83.572311
Hele landet,2018-2024,kjønn samlet,30 år,grunnskole,leveår,80.186615
Hele landet,2018-2024,kjønn samlet,30 år,videregående eller høyere,leveår,85.392075
Hele landet,2018-2024,kjønn samlet,30 år,videregående,leveår,83.898941
Hele landet,2018-2024,kjønn samlet,30 år,universitet/ høgskole,leveår,86.885208
Hele landet,2018-2024,kjønn samlet,65 år,alle utdanningsnivåer,leveår,85.735855
Hele landet,2018-2024,kjønn samlet,65 år,grunnskole,leveår,83.751892
Hele landet,2018-2024,kjønn samlet,65 år,videregående eller høyere,leveår,87.132622
Hele landet,2018-2024,kjønn samlet,65 år,videregående,leveår,85.983383
Hele landet,2018-2024,kjønn samlet,65 år,universitet/ høgskole,leveår,88.28186
Hele landet,2018-2024,menn,ved fødsel,alle utdanningsnivåer,leveår,81.398537
Hele landet,2018-2024,menn,ved fødsel,grunnskole,leveår,-
Hele landet,2018-2024,menn,ved fødsel,videregående eller høyere,leveår,-
Hele landet,2018-2024,menn,ved fødsel,videregående,leveår,-
Hele landet,2018-2024,menn,ved fødsel,universitet/ høgskole,leveår,-
Hele landet,2018-2024,menn,30 år,alle utdanningsnivåer,leveår,82.110863
Hele landet,2018-2024,menn,30 år,grunnskole,leveår,78.439529
Hele landet,2018-2024,menn,30 år,videregående eller høyere,leveår,83.846786
Hele landet,2018-2024,menn,30 år,videregående,leveår,82.322495
Hele landet,2018-2024,menn,30 år,universitet/ høgskole,leveår,85.371071
Hele landet,2018-2024,menn,65 år,alle utdanningsnivåer,leveår,84.662636
Hele landet,2018-2024,menn,65 år,grunnskole,leveår,82.617134
Hele landet,2018-2024,menn,65 år,videregående eller høyere,leveår,85.81778
Hele landet,2018-2024,menn,65 år,videregående,leveår,84.712341
Hele landet,2018-2024,menn,65 år,universitet/ høgskole,leveår,86.923218
Hele landet,2018-2024,kvinner,ved fødsel,alle utdanningsnivåer,leveår,84.60994
Hele landet,2018-2024,kvinner,ved fødsel,grunnskole,leveår,-
Hele landet,2018-2024,kvinner,ved fødsel,videregående eller høyere,leveår,-
Hele landet,2018-2024,kvinner,ved fødsel,videregående,leveår,-
Hele landet,2018-2024,kvinner,ved fødsel,universitet/ høgskole,leveår,-
Hele landet,2018-2024,kvinner,30 år,alle utdanningsnivåer,leveår,85.033768
Hele landet,2018-2024,kvinner,30 år,grunnskole,leveår,81.933708
Hele landet,2018-2024,kvinner,30 år,videregående eller høyere,leveår,86.937363
Hele landet,2018-2024,kvinner,30 år,videregående,leveår,85.47538
Hele landet,2018-2024,kvinner,30 år,universitet/ høgskole,leveår,88.399338
Hele landet,2018-2024,kvinner,65 år,alle utdanningsnivåer,leveår,86.809067
Hele landet,2018-2024,kvinner,65 år,grunnskole,leveår,84.886642
Hele landet,2018-2024,kvinner,65 år,videregående eller høyere,leveår,88.447464
Hele landet,2018-2024,kvinner,65 år,videregående,leveår,87.254433
Hele landet,2018-2024,kvinner,65 år,universitet/ høgskole,leveår,89.640503
Telemark,2009-2015,kjønn samlet,ved fødsel,alle utdanningsnivåer,leveår,80.906876
Telemark,2009-2015,kjønn samlet,ved fødsel,grunnskole,leveår,-
Telemark,2009-2015,kjønn samlet,ved fødsel,videregående eller høyere,leveår,-
Telemark,2009-2015,kjønn samlet,ved fødsel,videregående,leveår,-
Telemark,2009-2015,kjønn samlet,ved fødsel,universitet/ høgskole,leveår,-
Telemark,2009-2015,kjønn samlet,30 år,alle utdanningsnivåer,leveår,81.635025
Telemark,2009-2015,kjønn samlet,30 år,grunnskole,leveår,78.626251
Telemark,2009-2015,kjønn samlet,30 år,videregående eller høyere,leveår,83.993729
Telemark,2009-2015,kjønn samlet,30 år,videregående,leveår,82.329048
Telemark,2009-2015,kjønn samlet,30 år,universitet/ høgskole,leveår,85.658409
Telemark,2009-2015,kjønn samlet,65 år,alle utdanningsnivåer,leveår,84.539261
Telemark,2009-2015,kjønn samlet,65 år,grunnskole,leveår,83.255478
Telemark,2009-2015,kjønn samlet,65 år,videregående eller høyere,leveår,86.204147
Telemark,2009-2015,kjønn samlet,65 år,videregående,leveår,84.963638
Telemark,2009-2015,kjønn samlet,65 år,universitet/ høgskole,leveår,87.444656
Telemark,2009-2015,menn,ved fødsel,alle utdanningsnivåer,leveår,78.918259
Telemark,2009-2015,menn,ved fødsel,grunnskole,leveår,-
Telemark,2009-2015,menn,ved fødsel,videregående eller høyere,leveår,-
Telemark,2009-2015,menn,ved fødsel,videregående,leveår,-
Telemark,2009-2015,menn,ved fødsel,universitet/ høgskole,leveår,-
Telemark,2009-2015,menn,30 år,alle utdanningsnivåer,leveår,79.798843
Telemark,2009-2015,menn,30 år,grunnskole,leveår,76.53447
Telemark,2009-2015,menn,30 år,videregående eller høyere,leveår,81.979698
Telemark,2009-2015,menn,30 år,videregående,leveår,80.286301
Telemark,2009-2015,menn,30 år,universitet/ høgskole,leveår,83.673096
Telemark,2009-2015,menn,65 år,alle utdanningsnivåer,leveår,83.149834
Telemark,2009-2015,menn,65 år,grunnskole,leveår,81.936722
Telemark,2009-2015,menn,65 år,videregående eller høyere,leveår,84.46814
Telemark,2009-2015,menn,65 år,videregående,leveår,83.231476
Telemark,2009-2015,menn,65 år,universitet/ høgskole,leveår,85.704811
Telemark,2009-2015,kvinner,ved fødsel,alle utdanningsnivåer,leveår,82.8955
Telemark,2009-2015,kvinner,ved fødsel,grunnskole,leveår,-
Telemark,2009-2015,kvinner,ved fødsel,videregående eller høyere,leveår,-
Telemark,2009-2015,kvinner,ved fødsel,videregående,leveår,-
Telemark,2009-2015,kvinner,ved fødsel,universitet/ høgskole,leveår,-
Telemark,2009-2015,kvinner,30 år,alle utdanningsnivåer,leveår,83.471207
Telemark,2009-2015,kvinner,30 år,grunnskole,leveår,80.718025
Telemark,2009-2015,kvinner,30 år,videregående eller høyere,leveår,86.007759
Telemark,2009-2015,kvinner,30 år,videregående,leveår,84.371796
Telemark,2009-2015,kvinner,30 år,universitet/ høgskole,leveår,87.643723
Telemark,2009-2015,kvinner,65 år,alle utdanningsnivåer,leveår,85.928688
Telemark,2009-2015,kvinner,65 år,grunnskole,leveår,84.574242
Telemark,2009-2015,kvinner,65 år,videregående eller høyere,leveår,87.940155
Telemark,2009-2015,kvinner,65 år,videregående,leveår,86.695808
Telemark,2009-2015,kvinner,65 år,universitet/ høgskole,leveår,89.184509
Telemark,2010-2016,kjønn samlet,ved fødsel,alle utdanningsnivåer,leveår,81.14505
Telemark,2010-2016,kjønn samlet,ved fødsel,grunnskole,leveår,-
Telemark,2010-2016,kjønn samlet,ved fødsel,videregående eller høyere,leveår,-
Telemark,2010-2016,kjønn samlet,ved fødsel,videregående,leveår,-
Telemark,2010-2016,kjønn samlet,ved fødsel,universitet/ høgskole,leveår,-
Telemark,2010-2016,kjønn samlet,30 år,alle utdanningsnivåer,leveår,81.828194
Telemark,2010-2016,kjønn samlet,30 år,grunnskole,leveår,78.742676
Telemark,2010-2016,kjønn samlet,30 år,videregående eller høyere,leveår,84.154045
Telemark,2010-2016,kjønn samlet,30 år,videregående,leveår,82.518127
Telemark,2010-2016,kjønn samlet,30 år,universitet/ høgskole,leveår,85.789963
Telemark,2010-2016,kjønn samlet,65 år,alle utdanningsnivåer,leveår,84.673889
Telemark,2010-2016,kjønn samlet,65 år,grunnskole,leveår,83.243561
Telemark,2010-2016,kjønn samlet,65 år,videregående eller høyere,leveår,86.303741
Telemark,2010-2016,kjønn samlet,65 år,videregående,leveår,85.117188
Telemark,2010-2016,kjønn samlet,65 år,universitet/ høgskole,leveår,87.490295
Telemark,2010-2016,menn,ved fødsel,alle utdanningsnivåer,leveår,79.23481
Telemark,2010-2016,menn,ved fødsel,grunnskole,leveår,-
Telemark,2010-2016,menn,ved fødsel,videregående eller høyere,leveår,-
Telemark,2010-2016,menn,ved fødsel,videregående,leveår,-
Telemark,2010-2016,menn,ved fødsel,universitet/ høgskole,leveår,-
Telemark,2010-2016,menn,30 år,alle utdanningsnivåer,leveår,80.072357
Telemark,2010-2016,menn,30 år,grunnskole,leveår,76.789505
Telemark,2010-2016,menn,30 år,videregående eller høyere,leveår,82.283905
Telemark,2010-2016,menn,30 år,videregående,leveår,80.588348
Telemark,2010-2016,menn,30 år,universitet/ høgskole,leveår,83.979462
Telemark,2010-2016,menn,65 år,alle utdanningsnivåer,leveår,83.304779
Telemark,2010-2016,menn,65 år,grunnskole,leveår,81.86586
Telemark,2010-2016,menn,65 år,videregående eller høyere,leveår,84.666626
Telemark,2010-2016,menn,65 år,videregående,leveår,83.498611
Telemark,2010-2016,menn,65 år,universitet/ høgskole,leveår,85.834641
Telemark,2010-2016,kvinner,ved fødsel,alle utdanningsnivåer,leveår,83.055283
Telemark,2010-2016,kvinner,ved fødsel,grunnskole,leveår,-
Telemark,2010-2016,kvinner,ved fødsel,videregående eller høyere,leveår,-
Telemark,2010-2016,kvinner,ved fødsel,videregående,leveår,-
Telemark,2010-2016,kvinner,ved fødsel,universitet/ høgskole,leveår,-
Telemark,2010-2016,kvinner,30 år,alle utdanningsnivåer,leveår,83.58403
Telemark,2010-2016,kvinner,30 år,grunnskole,leveår,80.695847
Telemark,2010-2016,kvinner,30 år,videregående eller høyere,leveår,86.024185
Telemark,2010-2016,kvinner,30 år,videregående,leveår,84.447914
Telemark,2010-2016,kvinner,30 år,universitet/ høgskole,leveår,87.600464
Telemark,2010-2016,kvinner,65 år,alle utdanningsnivåer,leveår,86.042999
Telemark,2010-2016,kvinner,65 år,grunnskole,leveår,84.621269
Telemark,2010-2016,kvinner,65 år,videregående eller høyere,leveår,87.940857
Telemark,2010-2016,kvinner,65 år,videregående,leveår,86.735771
Telemark,2010-2016,kvinner,65 år,universitet/ høgskole,leveår,89.145943
Telemark,2011-2017,kjønn samlet,ved fødsel,alle utdanningsnivåer,leveår,81.303253
Telemark,2011-2017,kjønn samlet,ved fødsel,grunnskole,leveår,-
Telemark,2011-2017,kjønn samlet,ved fødsel,videregående eller høyere,leveår,-
Telemark,2011-2017,kjønn samlet,ved fødsel,videregående,leveår,-
Telemark,2011-2017,kjønn samlet,ved fødsel,universitet/ høgskole,leveår,-
Telemark,2011-2017,kjønn samlet,30 år,alle utdanningsnivåer,leveår,81.972824
Telemark,2011-2017,kjønn samlet,30 år,grunnskole,leveår,78.815895
Telemark,2011-2017,kjønn samlet,30 år,videregående eller høyere,leveår,84.251251
Telemark,2011-2017,kjønn samlet,30 år,videregående,leveår,82.682045
Telemark,2011-2017,kjønn samlet,30 år,universitet/ høgskole,leveår,85.820457
Telemark,2011-2017,kjønn samlet,65 år,alle utdanningsnivåer,leveår,84.794594
Telemark,2011-2017,kjønn samlet,65 år,grunnskole,leveår,83.242096
Telemark,2011-2017,kjønn samlet,65 år,videregående eller høyere,leveår,86.410202
Telemark,2011-2017,kjønn samlet,65 år,videregående,leveår,85.283569
Telemark,2011-2017,kjønn samlet,65 år,universitet/ høgskole,leveår,87.536835
Telemark,2011-2017,menn,ved fødsel,alle utdanningsnivåer,leveår,79.438278
Telemark,2011-2017,menn,ved fødsel,grunnskole,leveår,-
Telemark,2011-2017,menn,ved fødsel,videregående eller høyere,leveår,-
Telemark,2011-2017,menn,ved fødsel,videregående,leveår,-
Telemark,2011-2017,menn,ved fødsel,universitet/ høgskole,leveår,-
Telemark,2011-2017,menn,30 år,alle utdanningsnivåer,leveår,80.277016
Telemark,2011-2017,menn,30 år,grunnskole,leveår,76.910858
Telemark,2011-2017,menn,30 år,videregående eller høyere,leveår,82.5028
Telemark,2011-2017,menn,30 år,videregående,leveår,80.854507
Telemark,2011-2017,menn,30 år,universitet/ høgskole,leveår,84.151093
Telemark,2011-2017,menn,65 år,alle utdanningsnivåer,leveår,83.488266
Telemark,2011-2017,menn,65 år,grunnskole,leveår,81.850357
Telemark,2011-2017,menn,65 år,videregående eller høyere,leveår,84.919174
Telemark,2011-2017,menn,65 år,videregående,leveår,83.715103
Telemark,2011-2017,menn,65 år,universitet/ høgskole,leveår,86.123253
Telemark,2011-2017,kvinner,ved fødsel,alle utdanningsnivåer,leveår,83.168221
Telemark,2011-2017,kvinner,ved fødsel,grunnskole,leveår,-
Telemark,2011-2017,kvinner,ved fødsel,videregående eller høyere,leveår,-
Telemark,2011-2017,kvinner,ved fødsel,videregående,leveår,-
Telemark,2011-2017,kvinner,ved fødsel,universitet/ høgskole,leveår,-
Telemark,2011-2017,kvinner,30 år,alle utdanningsnivåer,leveår,83.668633
Telemark,2011-2017,kvinner,30 år,grunnskole,leveår,80.720932
Telemark,2011-2017,kvinner,30 år,videregående eller høyere,leveår,85.999702
Telemark,2011-2017,kvinner,30 år,videregående,leveår,84.509583
Telemark,2011-2017,kvinner,30 år,universitet/ høgskole,leveår,87.489822
Telemark,2011-2017,kvinner,65 år,alle utdanningsnivåer,leveår,86.100922
Telemark,2011-2017,kvinner,65 år,grunnskole,leveår,84.633842
Telemark,2011-2017,kvinner,65 år,videregående eller høyere,leveår,87.901222
Telemark,2011-2017,kvinner,65 år,videregående,leveår,86.852036
Telemark,2011-2017,kvinner,65 år,universitet/ høgskole,leveår,88.950409
Telemark,2012-2018,kjønn samlet,ved fødsel,alle utdanningsnivåer,leveår,81.489777
Telemark,2012-2018,kjønn samlet,ved fødsel,grunnskole,leveår,-
Telemark,2012-2018,kjønn samlet,ved fødsel,videregående eller høyere,leveår,-
Telemark,2012-2018,kjønn samlet,ved fødsel,videregående,leveår,-
Telemark,2012-2018,kjønn samlet,ved fødsel,universitet/ høgskole,leveår,-
Telemark,2012-2018,kjønn samlet,30 år,alle utdanningsnivåer,leveår,82.100906
Telemark,2012-2018,kjønn samlet,30 år,grunnskole,leveår,78.852921
Telemark,2012-2018,kjønn samlet,30 år,videregående eller høyere,leveår,84.352219
Telemark,2012-2018,kjønn samlet,30 år,videregående,leveår,82.825554
Telemark,2012-2018,kjønn samlet,30 år,universitet/ høgskole,leveår,85.878883
Telemark,2012-2018,kjønn samlet,65 år,alle utdanningsnivåer,leveår,84.911766
Telemark,2012-2018,kjønn samlet,65 år,grunnskole,leveår,83.203583
Telemark,2012-2018,kjønn samlet,65 år,videregående eller høyere,leveår,86.521698
Telemark,2012-2018,kjønn samlet,65 år,videregående,leveår,85.433807
Telemark,2012-2018,kjønn samlet,65 år,universitet/ høgskole,leveår,87.609589
Telemark,2012-2018,menn,ved fødsel,alle utdanningsnivåer,leveår,79.634705
Telemark,2012-2018,menn,ved fødsel,grunnskole,leveår,-
Telemark,2012-2018,menn,ved fødsel,videregående eller høyere,leveår,-
