Geografi,År,Kjønn,Alder,Dødsårsak,Måltall,Antall,SortKjonn,SortAlder
Porsgrunn,2005-2014,Kjønn samlet,Alle aldre,Kreft,"per 100 000, standardisert",260.2,1,1
Porsgrunn,2005-2014,Kjønn samlet,Alle aldre,KOLS og lungekreft,"per 100 000, standardisert",101.8,1,1
Porsgrunn,2005-2014,Kjønn samlet,Alle aldre,Voldsomme dødsfall,"per 100 000, standardisert",57.6,1,1
Porsgrunn,2006-2015,Kjønn samlet,Alle aldre,Alle dødsårsaker,"per 100 000, standardisert",971.4,1,1
Porsgrunn,2006-2015,Kjønn samlet,Alle aldre,Diabetes,"per 100 000, standardisert",17.1,1,1
Porsgrunn,2006-2015,Kjønn samlet,Alle aldre,Hjerte-og karsykdommer,"per 100 000, standardisert",302.1,1,1
Porsgrunn,2006-2015,Kjønn samlet,Alle aldre,KOLS,"per 100 000, standardisert",51.2,1,1
Porsgrunn,2006-2015,Kjønn samlet,Alle aldre,Kreft,"per 100 000, standardisert",255.5,1,1
Porsgrunn,2006-2015,Kjønn samlet,Alle aldre,KOLS og lungekreft,"per 100 000, standardisert",105.5,1,1
Porsgrunn,2006-2015,Kjønn samlet,Alle aldre,Voldsomme dødsfall,"per 100 000, standardisert",58.4,1,1
Porsgrunn,2007-2016,Kjønn samlet,Alle aldre,Alle dødsårsaker,"per 100 000, standardisert",953.2,1,1
Porsgrunn,2007-2016,Kjønn samlet,Alle aldre,Diabetes,"per 100 000, standardisert",18.1,1,1
Porsgrunn,2007-2016,Kjønn samlet,Alle aldre,Hjerte-og karsykdommer,"per 100 000, standardisert",294.3,1,1
Porsgrunn,2007-2016,Kjønn samlet,Alle aldre,KOLS,"per 100 000, standardisert",49.8,1,1
Porsgrunn,2007-2016,Kjønn samlet,Alle aldre,Kreft,"per 100 000, standardisert",247.1,1,1
Porsgrunn,2007-2016,Kjønn samlet,Alle aldre,KOLS og lungekreft,"per 100 000, standardisert",102.6,1,1
Porsgrunn,2007-2016,Kjønn samlet,Alle aldre,Voldsomme dødsfall,"per 100 000, standardisert",55.0,1,1
Porsgrunn,2008-2017,Kjønn samlet,Alle aldre,Alle dødsårsaker,"per 100 000, standardisert",936.7,1,1
Porsgrunn,2008-2017,Kjønn samlet,Alle aldre,Diabetes,"per 100 000, standardisert",19.0,1,1
Porsgrunn,2008-2017,Kjønn samlet,Alle aldre,Hjerte-og karsykdommer,"per 100 000, standardisert",275.7,1,1
Porsgrunn,2008-2017,Kjønn samlet,Alle aldre,KOLS,"per 100 000, standardisert",52.1,1,1
Porsgrunn,2008-2017,Kjønn samlet,Alle aldre,Kreft,"per 100 000, standardisert",247.4,1,1
Porsgrunn,2008-2017,Kjønn samlet,Alle aldre,KOLS og lungekreft,"per 100 000, standardisert",104.0,1,1
Porsgrunn,2008-2017,Kjønn samlet,Alle aldre,Voldsomme dødsfall,"per 100 000, standardisert",57.6,1,1
Porsgrunn,2009-2018,Kjønn samlet,Alle aldre,Alle dødsårsaker,"per 100 000, standardisert",919.5,1,1
Porsgrunn,2009-2018,Kjønn samlet,Alle aldre,Diabetes,"per 100 000, standardisert",18.0,1,1
Porsgrunn,2009-2018,Kjønn samlet,Alle aldre,Hjerte-og karsykdommer,"per 100 000, standardisert",264.0,1,1
Porsgrunn,2009-2018,Kjønn samlet,Alle aldre,KOLS,"per 100 000, standardisert",55.7,1,1
Porsgrunn,2009-2018,Kjønn samlet,Alle aldre,Kreft,"per 100 000, standardisert",240.5,1,1
Porsgrunn,2009-2018,Kjønn samlet,Alle aldre,KOLS og lungekreft,"per 100 000, standardisert",106.5,1,1
Porsgrunn,2009-2018,Kjønn samlet,Alle aldre,Voldsomme dødsfall,"per 100 000, standardisert",60.2,1,1
Porsgrunn,2010-2019,Kjønn samlet,Alle aldre,Alle dødsårsaker,"per 100 000, standardisert",902.8,1,1
Porsgrunn,2010-2019,Kjønn samlet,Alle aldre,Diabetes,"per 100 000, standardisert",16.3,1,1
Porsgrunn,2010-2019,Kjønn samlet,Alle aldre,Hjerte-og karsykdommer,"per 100 000, standardisert",255.4,1,1
Porsgrunn,2010-2019,Kjønn samlet,Alle aldre,KOLS,"per 100 000, standardisert",57.7,1,1
Porsgrunn,2010-2019,Kjønn samlet,Alle aldre,Kreft,"per 100 000, standardisert",239.0,1,1
Porsgrunn,2010-2019,Kjønn samlet,Alle aldre,KOLS og lungekreft,"per 100 000, standardisert",107.3,1,1
Porsgrunn,2010-2019,Kjønn samlet,Alle aldre,Voldsomme dødsfall,"per 100 000, standardisert",57.0,1,1
Porsgrunn,2011-2020,Kjønn samlet,Alle aldre,Alle dødsårsaker,"per 100 000, standardisert",898.1,1,1
Porsgrunn,2011-2020,Kjønn samlet,Alle aldre,Diabetes,"per 100 000, standardisert",15.4,1,1
Porsgrunn,2011-2020,Kjønn samlet,Alle aldre,Hjerte-og karsykdommer,"per 100 000, standardisert",248.1,1,1
Porsgrunn,2011-2020,Kjønn samlet,Alle aldre,KOLS,"per 100 000, standardisert",59.3,1,1
Porsgrunn,2011-2020,Kjønn samlet,Alle aldre,Kreft,"per 100 000, standardisert",235.7,1,1
Porsgrunn,2011-2020,Kjønn samlet,Alle aldre,KOLS og lungekreft,"per 100 000, standardisert",109.0,1,1
Porsgrunn,2011-2020,Kjønn samlet,Alle aldre,Voldsomme dødsfall,"per 100 000, standardisert",57.2,1,1
Porsgrunn,2012-2021,Kjønn samlet,Alle aldre,Alle dødsårsaker,"per 100 000, standardisert",880.7,1,1
Porsgrunn,2012-2021,Kjønn samlet,Alle aldre,Diabetes,"per 100 000, standardisert",16.0,1,1
Porsgrunn,2012-2021,Kjønn samlet,Alle aldre,Hjerte-og karsykdommer,"per 100 000, standardisert",235.7,1,1
Porsgrunn,2012-2021,Kjønn samlet,Alle aldre,KOLS,"per 100 000, standardisert",58.4,1,1
Porsgrunn,2012-2021,Kjønn samlet,Alle aldre,Kreft,"per 100 000, standardisert",229.8,1,1
Porsgrunn,2012-2021,Kjønn samlet,Alle aldre,KOLS og lungekreft,"per 100 000, standardisert",104.7,1,1
Porsgrunn,2012-2021,Kjønn samlet,Alle aldre,Voldsomme dødsfall,"per 100 000, standardisert",57.3,1,1
Porsgrunn,2013-2022,Kjønn samlet,Alle aldre,Alle dødsårsaker,"per 100 000, standardisert",873.4,1,1
Porsgrunn,2013-2022,Kjønn samlet,Alle aldre,Diabetes,"per 100 000, standardisert",15.6,1,1
Porsgrunn,2013-2022,Kjønn samlet,Alle aldre,Hjerte-og karsykdommer,"per 100 000, standardisert",222.3,1,1
Porsgrunn,2013-2022,Kjønn samlet,Alle aldre,KOLS,"per 100 000, standardisert",55.6,1,1
Porsgrunn,2013-2022,Kjønn samlet,Alle aldre,Kreft,"per 100 000, standardisert",229.7,1,1
Porsgrunn,2013-2022,Kjønn samlet,Alle aldre,KOLS og lungekreft,"per 100 000, standardisert",103.0,1,1
Porsgrunn,2013-2022,Kjønn samlet,Alle aldre,Voldsomme dødsfall,"per 100 000, standardisert",58.0,1,1
Porsgrunn,2014-2023,Kjønn samlet,Alle aldre,Alle dødsårsaker,"per 100 000, standardisert",868.8,1,1
Porsgrunn,2014-2023,Kjønn samlet,Alle aldre,Diabetes,"per 100 000, standardisert",16.6,1,1
Porsgrunn,2014-2023,Kjønn samlet,Alle aldre,Hjerte-og karsykdommer,"per 100 000, standardisert",217.6,1,1
Porsgrunn,2014-2023,Kjønn samlet,Alle aldre,KOLS,"per 100 000, standardisert",57.3,1,1
Porsgrunn,2014-2023,Kjønn samlet,Alle aldre,Kreft,"per 100 000, standardisert",228.3,1,1
Porsgrunn,2014-2023,Kjønn samlet,Alle aldre,KOLS og lungekreft,"per 100 000, standardisert",103.9,1,1
Porsgrunn,2014-2023,Kjønn samlet,Alle aldre,Voldsomme dødsfall,"per 100 000, standardisert",59.4,1,1
Porsgrunn,2015-2024,Kjønn samlet,Alle aldre,Alle dødsårsaker,"per 100 000, standardisert",856.2,1,1
Porsgrunn,2015-2024,Kjønn samlet,Alle aldre,Diabetes,"per 100 000, standardisert",18.1,1,1
Porsgrunn,2015-2024,Kjønn samlet,Alle aldre,Hjerte-og karsykdommer,"per 100 000, standardisert",206.6,1,1
Porsgrunn,2015-2024,Kjønn samlet,Alle aldre,KOLS,"per 100 000, standardisert",55.7,1,1
Porsgrunn,2015-2024,Kjønn samlet,Alle aldre,Kreft,"per 100 000, standardisert",218.6,1,1
Porsgrunn,2015-2024,Kjønn samlet,Alle aldre,KOLS og lungekreft,"per 100 000, standardisert",101.5,1,1
Porsgrunn,2015-2024,Kjønn samlet,Alle aldre,Voldsomme dødsfall,"per 100 000, standardisert",57.6,1,1
Skien,2001-2010,Kjønn samlet,Alle aldre,Alle dødsårsaker,"per 100 000, standardisert",1014.2,1,1
Skien,2001-2010,Kjønn samlet,Alle aldre,Diabetes,"per 100 000, standardisert",21.7,1,1
Skien,2001-2010,Kjønn samlet,Alle aldre,Hjerte-og karsykdommer,"per 100 000, standardisert",360.5,1,1
Skien,2001-2010,Kjønn samlet,Alle aldre,KOLS,"per 100 000, standardisert",51.8,1,1
Skien,2001-2010,Kjønn samlet,Alle aldre,Kreft,"per 100 000, standardisert",264.2,1,1
Skien,2001-2010,Kjønn samlet,Alle aldre,KOLS og lungekreft,"per 100 000, standardisert",99.9,1,1
Skien,2001-2010,Kjønn samlet,Alle aldre,Voldsomme dødsfall,"per 100 000, standardisert",56.7,1,1
Skien,2002-2011,Kjønn samlet,Alle aldre,Alle dødsårsaker,"per 100 000, standardisert",981.4,1,1
Skien,2002-2011,Kjønn samlet,Alle aldre,Diabetes,"per 100 000, standardisert",19.5,1,1
Skien,2002-2011,Kjønn samlet,Alle aldre,Hjerte-og karsykdommer,"per 100 000, standardisert",342.5,1,1
Skien,2002-2011,Kjønn samlet,Alle aldre,KOLS,"per 100 000, standardisert",51.6,1,1
Skien,2002-2011,Kjønn samlet,Alle aldre,Kreft,"per 100 000, standardisert",257.2,1,1
Skien,2002-2011,Kjønn samlet,Alle aldre,KOLS og lungekreft,"per 100 000, standardisert",100.5,1,1
Skien,2002-2011,Kjønn samlet,Alle aldre,Voldsomme dødsfall,"per 100 000, standardisert",54.2,1,1
Skien,2003-2012,Kjønn samlet,Alle aldre,Alle dødsårsaker,"per 100 000, standardisert",975.3,1,1
Skien,2003-2012,Kjønn samlet,Alle aldre,Diabetes,"per 100 000, standardisert",19.9,1,1
Skien,2003-2012,Kjønn samlet,Alle aldre,Hjerte-og karsykdommer,"per 100 000, standardisert",329.4,1,1
Skien,2003-2012,Kjønn samlet,Alle aldre,KOLS,"per 100 000, standardisert",53.4,1,1
Skien,2003-2012,Kjønn samlet,Alle aldre,Kreft,"per 100 000, standardisert",255.6,1,1
Skien,2003-2012,Kjønn samlet,Alle aldre,KOLS og lungekreft,"per 100 000, standardisert",100.5,1,1
Skien,2003-2012,Kjønn samlet,Alle aldre,Voldsomme dødsfall,"per 100 000, standardisert",57.7,1,1
Skien,2004-2013,Kjønn samlet,Alle aldre,Alle dødsårsaker,"per 100 000, standardisert",955.7,1,1
Skien,2004-2013,Kjønn samlet,Alle aldre,Diabetes,"per 100 000, standardisert",20.6,1,1
Skien,2004-2013,Kjønn samlet,Alle aldre,Hjerte-og karsykdommer,"per 100 000, standardisert",313.8,1,1
Skien,2004-2013,Kjønn samlet,Alle aldre,KOLS,"per 100 000, standardisert",54.3,1,1
Skien,2004-2013,Kjønn samlet,Alle aldre,Kreft,"per 100 000, standardisert",253.4,1,1
Skien,2004-2013,Kjønn samlet,Alle aldre,KOLS og lungekreft,"per 100 000, standardisert",100.9,1,1
Skien,2004-2013,Kjønn samlet,Alle aldre,Voldsomme dødsfall,"per 100 000, standardisert",57.7,1,1
Skien,2005-2014,Kjønn samlet,Alle aldre,Alle dødsårsaker,"per 100 000, standardisert",936.0,1,1
Skien,2005-2014,Kjønn samlet,Alle aldre,Diabetes,"per 100 000, standardisert",19.7,1,1
Skien,2005-2014,Kjønn samlet,Alle aldre,Hjerte-og karsykdommer,"per 100 000, standardisert",297.5,1,1
Skien,2005-2014,Kjønn samlet,Alle aldre,KOLS,"per 100 000, standardisert",53.7,1,1
Skien,2005-2014,Kjønn samlet,Alle aldre,Kreft,"per 100 000, standardisert",249.4,1,1
Skien,2005-2014,Kjønn samlet,Alle aldre,KOLS og lungekreft,"per 100 000, standardisert",97.8,1,1
Skien,2005-2014,Kjønn samlet,Alle aldre,Voldsomme dødsfall,"per 100 000, standardisert",56.0,1,1
Skien,2006-2015,Kjønn samlet,Alle aldre,Alle dødsårsaker,"per 100 000, standardisert",928.9,1,1
Skien,2006-2015,Kjønn samlet,Alle aldre,Diabetes,"per 100 000, standardisert",20.2,1,1
Skien,2006-2015,Kjønn samlet,Alle aldre,Hjerte-og karsykdommer,"per 100 000, standardisert",287.5,1,1
Skien,2006-2015,Kjønn samlet,Alle aldre,KOLS,"per 100 000, standardisert",53.9,1,1
Skien,2006-2015,Kjønn samlet,Alle aldre,Kreft,"per 100 000, standardisert",247.6,1,1
Skien,2006-2015,Kjønn samlet,Alle aldre,KOLS og lungekreft,"per 100 000, standardisert",96.5,1,1
Skien,2006-2015,Kjønn samlet,Alle aldre,Voldsomme dødsfall,"per 100 000, standardisert",57.2,1,1
Skien,2007-2016,Kjønn samlet,Alle aldre,Alle dødsårsaker,"per 100 000, standardisert",914.2,1,1
Skien,2007-2016,Kjønn samlet,Alle aldre,Diabetes,"per 100 000, standardisert",21.0,1,1
Skien,2007-2016,Kjønn samlet,Alle aldre,Hjerte-og karsykdommer,"per 100 000, standardisert",275.9,1,1
Skien,2007-2016,Kjønn samlet,Alle aldre,KOLS,"per 100 000, standardisert",55.3,1,1
Skien,2007-2016,Kjønn samlet,Alle aldre,Kreft,"per 100 000, standardisert",238.7,1,1
Skien,2007-2016,Kjønn samlet,Alle aldre,KOLS og lungekreft,"per 100 000, standardisert",96.6,1,1
Skien,2007-2016,Kjønn samlet,Alle aldre,Voldsomme dødsfall,"per 100 000, standardisert",56.9,1,1
Skien,2008-2017,Kjønn samlet,Alle aldre,Alle dødsårsaker,"per 100 000, standardisert",895.1,1,1
Skien,2008-2017,Kjønn samlet,Alle aldre,Diabetes,"per 100 000, standardisert",19.3,1,1
Skien,2008-2017,Kjønn samlet,Alle aldre,Hjerte-og karsykdommer,"per 100 000, standardisert",265.7,1,1
Skien,2008-2017,Kjønn samlet,Alle aldre,KOLS,"per 100 000, standardisert",54.4,1,1
Skien,2008-2017,Kjønn samlet,Alle aldre,Kreft,"per 100 000, standardisert",235.2,1,1
Skien,2008-2017,Kjønn samlet,Alle aldre,KOLS og lungekreft,"per 100 000, standardisert",95.7,1,1
Skien,2008-2017,Kjønn samlet,Alle aldre,Voldsomme dødsfall,"per 100 000, standardisert",56.0,1,1
Skien,2009-2018,Kjønn samlet,Alle aldre,Alle dødsårsaker,"per 100 000, standardisert",872.0,1,1
Skien,2009-2018,Kjønn samlet,Alle aldre,Diabetes,"per 100 000, standardisert",18.2,1,1
Skien,2009-2018,Kjønn samlet,Alle aldre,Hjerte-og karsykdommer,"per 100 000, standardisert",255.7,1,1
Skien,2009-2018,Kjønn samlet,Alle aldre,KOLS,"per 100 000, standardisert",50.8,1,1
Skien,2009-2018,Kjønn samlet,Alle aldre,Kreft,"per 100 000, standardisert",228.6,1,1
Skien,2009-2018,Kjønn samlet,Alle aldre,KOLS og lungekreft,"per 100 000, standardisert",91.1,1,1
Skien,2009-2018,Kjønn samlet,Alle aldre,Voldsomme dødsfall,"per 100 000, standardisert",53.4,1,1
Skien,2010-2019,Kjønn samlet,Alle aldre,Alle dødsårsaker,"per 100 000, standardisert",853.7,1,1
Skien,2010-2019,Kjønn samlet,Alle aldre,Diabetes,"per 100 000, standardisert",16.4,1,1
Skien,2010-2019,Kjønn samlet,Alle aldre,Hjerte-og karsykdommer,"per 100 000, standardisert",251.2,1,1
Skien,2010-2019,Kjønn samlet,Alle aldre,KOLS,"per 100 000, standardisert",50.2,1,1
Skien,2010-2019,Kjønn samlet,Alle aldre,Kreft,"per 100 000, standardisert",221.9,1,1
Skien,2010-2019,Kjønn samlet,Alle aldre,KOLS og lungekreft,"per 100 000, standardisert",88.9,1,1
Skien,2010-2019,Kjønn samlet,Alle aldre,Voldsomme dødsfall,"per 100 000, standardisert",50.8,1,1
Skien,2011-2020,Kjønn samlet,Alle aldre,Alle dødsårsaker,"per 100 000, standardisert",843.2,1,1
Skien,2011-2020,Kjønn samlet,Alle aldre,Diabetes,"per 100 000, standardisert",17.1,1,1
Skien,2011-2020,Kjønn samlet,Alle aldre,Hjerte-og karsykdommer,"per 100 000, standardisert",244.6,1,1
Skien,2011-2020,Kjønn samlet,Alle aldre,KOLS,"per 100 000, standardisert",47.7,1,1
Skien,2011-2020,Kjønn samlet,Alle aldre,Kreft,"per 100 000, standardisert",217.0,1,1
Skien,2011-2020,Kjønn samlet,Alle aldre,KOLS og lungekreft,"per 100 000, standardisert",86.8,1,1
Skien,2011-2020,Kjønn samlet,Alle aldre,Voldsomme dødsfall,"per 100 000, standardisert",50.4,1,1
Skien,2012-2021,Kjønn samlet,Alle aldre,Alle dødsårsaker,"per 100 000, standardisert",841.0,1,1
Skien,2012-2021,Kjønn samlet,Alle aldre,Diabetes,"per 100 000, standardisert",17.7,1,1
Skien,2012-2021,Kjønn samlet,Alle aldre,Hjerte-og karsykdommer,"per 100 000, standardisert",237.4,1,1
Skien,2012-2021,Kjønn samlet,Alle aldre,KOLS,"per 100 000, standardisert",46.8,1,1
Skien,2012-2021,Kjønn samlet,Alle aldre,Kreft,"per 100 000, standardisert",212.1,1,1
Skien,2012-2021,Kjønn samlet,Alle aldre,KOLS og lungekreft,"per 100 000, standardisert",86.1,1,1
Skien,2012-2021,Kjønn samlet,Alle aldre,Voldsomme dødsfall,"per 100 000, standardisert",53.3,1,1
Skien,2013-2022,Kjønn samlet,Alle aldre,Alle dødsårsaker,"per 100 000, standardisert",830.8,1,1
Skien,2013-2022,Kjønn samlet,Alle aldre,Diabetes,"per 100 000, standardisert",17.1,1,1
Skien,2013-2022,Kjønn samlet,Alle aldre,Hjerte-og karsykdommer,"per 100 000, standardisert",229.6,1,1
Skien,2013-2022,Kjønn samlet,Alle aldre,KOLS,"per 100 000, standardisert",44.7,1,1
Skien,2013-2022,Kjønn samlet,Alle aldre,Kreft,"per 100 000, standardisert",207.9,1,1
Skien,2013-2022,Kjønn samlet,Alle aldre,KOLS og lungekreft,"per 100 000, standardisert",83.5,1,1
Skien,2013-2022,Kjønn samlet,Alle aldre,Voldsomme dødsfall,"per 100 000, standardisert",52.5,1,1
Skien,2014-2023,Kjønn samlet,Alle aldre,Alle dødsårsaker,"per 100 000, standardisert",827.4,1,1
Skien,2014-2023,Kjønn samlet,Alle aldre,Diabetes,"per 100 000, standardisert",16.5,1,1
Skien,2014-2023,Kjønn samlet,Alle aldre,Hjerte-og karsykdommer,"per 100 000, standardisert",226.2,1,1
Skien,2014-2023,Kjønn samlet,Alle aldre,KOLS,"per 100 000, standardisert",44.7,1,1
Skien,2014-2023,Kjønn samlet,Alle aldre,Kreft,"per 100 000, standardisert",202.7,1,1
Skien,2014-2023,Kjønn samlet,Alle aldre,KOLS og lungekreft,"per 100 000, standardisert",83.3,1,1
Skien,2014-2023,Kjønn samlet,Alle aldre,Voldsomme dødsfall,"per 100 000, standardisert",52.2,1,1
Skien,2015-2024,Kjønn samlet,Alle aldre,Alle dødsårsaker,"per 100 000, standardisert",821.3,1,1
Skien,2015-2024,Kjønn samlet,Alle aldre,Diabetes,"per 100 000, standardisert",16.9,1,1
Skien,2015-2024,Kjønn samlet,Alle aldre,Hjerte-og karsykdommer,"per 100 000, standardisert",221.6,1,1
Skien,2015-2024,Kjønn samlet,Alle aldre,KOLS,"per 100 000, standardisert",45.3,1,1
Skien,2015-2024,Kjønn samlet,Alle aldre,Kreft,"per 100 000, standardisert",194.2,1,1
Skien,2015-2024,Kjønn samlet,Alle aldre,KOLS og lungekreft,"per 100 000, standardisert",84.1,1,1
Skien,2015-2024,Kjønn samlet,Alle aldre,Voldsomme dødsfall,"per 100 000, standardisert",53.2,1,1
Notodden,2001-2010,Kjønn samlet,Alle aldre,Alle dødsårsaker,"per 100 000, standardisert",928.1,1,1
Notodden,2001-2010,Kjønn samlet,Alle aldre,Diabetes,"per 100 000, standardisert",16.9,1,1
Notodden,2001-2010,Kjønn samlet,Alle aldre,Hjerte-og karsykdommer,"per 100 000, standardisert",360.1,1,1
Notodden,2001-2010,Kjønn samlet,Alle aldre,KOLS,"per 100 000, standardisert",38.5,1,1
Notodden,2001-2010,Kjønn samlet,Alle aldre,Kreft,"per 100 000, standardisert",221.4,1,1
Notodden,2001-2010,Kjønn samlet,Alle aldre,KOLS og lungekreft,"per 100 000, standardisert",79.3,1,1
Notodden,2001-2010,Kjønn samlet,Alle aldre,Voldsomme dødsfall,"per 100 000, standardisert",58.8,1,1
Notodden,2002-2011,Kjønn samlet,Alle aldre,Alle dødsårsaker,"per 100 000, standardisert",899.4,1,1
Notodden,2002-2011,Kjønn samlet,Alle aldre,Diabetes,"per 100 000, standardisert",17.3,1,1
Notodden,2002-2011,Kjønn samlet,Alle aldre,Hjerte-og karsykdommer,"per 100 000, standardisert",330.4,1,1
Notodden,2002-2011,Kjønn samlet,Alle aldre,KOLS,"per 100 000, standardisert",39.1,1,1
Notodden,2002-2011,Kjønn samlet,Alle aldre,Kreft,"per 100 000, standardisert",220.2,1,1
Notodden,2002-2011,Kjønn samlet,Alle aldre,KOLS og lungekreft,"per 100 000, standardisert",83.7,1,1
Notodden,2002-2011,Kjønn samlet,Alle aldre,Voldsomme dødsfall,"per 100 000, standardisert",61.4,1,1
Notodden,2003-2012,Kjønn samlet,Alle aldre,Alle dødsårsaker,"per 100 000, standardisert",902.8,1,1
Notodden,2003-2012,Kjønn samlet,Alle aldre,Diabetes,"per 100 000, standardisert",16.6,1,1
Notodden,2003-2012,Kjønn samlet,Alle aldre,Hjerte-og karsykdommer,"per 100 000, standardisert",326.6,1,1
Notodden,2003-2012,Kjønn samlet,Alle aldre,KOLS,"per 100 000, standardisert",38.5,1,1
Notodden,2003-2012,Kjønn samlet,Alle aldre,Kreft,"per 100 000, standardisert",214.6,1,1
Notodden,2003-2012,Kjønn samlet,Alle aldre,KOLS og lungekreft,"per 100 000, standardisert",81.9,1,1
Notodden,2003-2012,Kjønn samlet,Alle aldre,Voldsomme dødsfall,"per 100 000, standardisert",62.2,1,1
Notodden,2004-2013,Kjønn samlet,Alle aldre,Alle dødsårsaker,"per 100 000, standardisert",895.6,1,1
Notodden,2004-2013,Kjønn samlet,Alle aldre,Diabetes,"per 100 000, standardisert",17.7,1,1
Notodden,2004-2013,Kjønn samlet,Alle aldre,Hjerte-og karsykdommer,"per 100 000, standardisert",317.1,1,1
Notodden,2004-2013,Kjønn samlet,Alle aldre,KOLS,"per 100 000, standardisert",37.3,1,1
Notodden,2004-2013,Kjønn samlet,Alle aldre,Kreft,"per 100 000, standardisert",218.2,1,1
Notodden,2004-2013,Kjønn samlet,Alle aldre,KOLS og lungekreft,"per 100 000, standardisert",82.6,1,1
Notodden,2004-2013,Kjønn samlet,Alle aldre,Voldsomme dødsfall,"per 100 000, standardisert",60.6,1,1
Notodden,2005-2014,Kjønn samlet,Alle aldre,Alle dødsårsaker,"per 100 000, standardisert",915.4,1,1
Notodden,2005-2014,Kjønn samlet,Alle aldre,Diabetes,"per 100 000, standardisert",17.1,1,1
Notodden,2005-2014,Kjønn samlet,Alle aldre,Hjerte-og karsykdommer,"per 100 000, standardisert",315.8,1,1
Notodden,2005-2014,Kjønn samlet,Alle aldre,KOLS,"per 100 000, standardisert",40.5,1,1
Notodden,2005-2014,Kjønn samlet,Alle aldre,Kreft,"per 100 000, standardisert",232.3,1,1
Notodden,2005-2014,Kjønn samlet,Alle aldre,KOLS og lungekreft,"per 100 000, standardisert",87.8,1,1
Notodden,2005-2014,Kjønn samlet,Alle aldre,Voldsomme dødsfall,"per 100 000, standardisert",61.7,1,1
Notodden,2006-2015,Kjønn samlet,Alle aldre,Alle dødsårsaker,"per 100 000, standardisert",914.4,1,1
Notodden,2006-2015,Kjønn samlet,Alle aldre,Diabetes,"per 100 000, standardisert",17.7,1,1
Notodden,2006-2015,Kjønn samlet,Alle aldre,Hjerte-og karsykdommer,"per 100 000, standardisert",313.2,1,1
Notodden,2006-2015,Kjønn samlet,Alle aldre,KOLS,"per 100 000, standardisert",39.4,1,1
Notodden,2006-2015,Kjønn samlet,Alle aldre,Kreft,"per 100 000, standardisert",227.7,1,1
Notodden,2006-2015,Kjønn samlet,Alle aldre,KOLS og lungekreft,"per 100 000, standardisert",84.7,1,1
Notodden,2006-2015,Kjønn samlet,Alle aldre,Voldsomme dødsfall,"per 100 000, standardisert",61.0,1,1
Notodden,2007-2016,Kjønn samlet,Alle aldre,Alle dødsårsaker,"per 100 000, standardisert",896.4,1,1
