region,næring (SN2007),statistikkvariabel,år,value
Kragerø,Forretningsmessig tjenesteyting,Sysselsatte personer etter arbeidssted,2024,110
Kragerø,"Off.adm., forsvar, sosialforsikring",Sysselsatte personer etter arbeidssted,2016,201
Kragerø,"Off.adm., forsvar, sosialforsikring",Sysselsatte personer etter arbeidssted,2017,216
Kragerø,"Off.adm., forsvar, sosialforsikring",Sysselsatte personer etter arbeidssted,2018,213
Kragerø,"Off.adm., forsvar, sosialforsikring",Sysselsatte personer etter arbeidssted,2019,219
Kragerø,"Off.adm., forsvar, sosialforsikring",Sysselsatte personer etter arbeidssted,2020,205
Kragerø,"Off.adm., forsvar, sosialforsikring",Sysselsatte personer etter arbeidssted,2021,213
Kragerø,"Off.adm., forsvar, sosialforsikring",Sysselsatte personer etter arbeidssted,2022,223
Kragerø,"Off.adm., forsvar, sosialforsikring",Sysselsatte personer etter arbeidssted,2023,227
Kragerø,"Off.adm., forsvar, sosialforsikring",Sysselsatte personer etter arbeidssted,2024,210
Kragerø,Undervisning,Sysselsatte personer etter arbeidssted,2016,375
Kragerø,Undervisning,Sysselsatte personer etter arbeidssted,2017,391
Kragerø,Undervisning,Sysselsatte personer etter arbeidssted,2018,384
Kragerø,Undervisning,Sysselsatte personer etter arbeidssted,2019,388
Kragerø,Undervisning,Sysselsatte personer etter arbeidssted,2020,385
Kragerø,Undervisning,Sysselsatte personer etter arbeidssted,2021,366
Kragerø,Undervisning,Sysselsatte personer etter arbeidssted,2022,349
Kragerø,Undervisning,Sysselsatte personer etter arbeidssted,2023,351
Kragerø,Undervisning,Sysselsatte personer etter arbeidssted,2024,337
Kragerø,Helse- og sosialtjenester,Sysselsatte personer etter arbeidssted,2016,882
Kragerø,Helse- og sosialtjenester,Sysselsatte personer etter arbeidssted,2017,906
Kragerø,Helse- og sosialtjenester,Sysselsatte personer etter arbeidssted,2018,890
Kragerø,Helse- og sosialtjenester,Sysselsatte personer etter arbeidssted,2019,864
Kragerø,Helse- og sosialtjenester,Sysselsatte personer etter arbeidssted,2020,896
Kragerø,Helse- og sosialtjenester,Sysselsatte personer etter arbeidssted,2021,950
Kragerø,Helse- og sosialtjenester,Sysselsatte personer etter arbeidssted,2022,940
Kragerø,Helse- og sosialtjenester,Sysselsatte personer etter arbeidssted,2023,922
Kragerø,Helse- og sosialtjenester,Sysselsatte personer etter arbeidssted,2024,955
Kragerø,Personlig tjenesteyting,Sysselsatte personer etter arbeidssted,2016,133
Kragerø,Personlig tjenesteyting,Sysselsatte personer etter arbeidssted,2017,145
Kragerø,Personlig tjenesteyting,Sysselsatte personer etter arbeidssted,2018,150
Kragerø,Personlig tjenesteyting,Sysselsatte personer etter arbeidssted,2019,134
Kragerø,Personlig tjenesteyting,Sysselsatte personer etter arbeidssted,2020,144
Kragerø,Personlig tjenesteyting,Sysselsatte personer etter arbeidssted,2021,152
Kragerø,Personlig tjenesteyting,Sysselsatte personer etter arbeidssted,2022,145
Kragerø,Personlig tjenesteyting,Sysselsatte personer etter arbeidssted,2023,169
Kragerø,Personlig tjenesteyting,Sysselsatte personer etter arbeidssted,2024,168
Kragerø,Uoppgitt,Sysselsatte personer etter arbeidssted,2016,81
Kragerø,Uoppgitt,Sysselsatte personer etter arbeidssted,2017,80
Kragerø,Uoppgitt,Sysselsatte personer etter arbeidssted,2018,73
Kragerø,Uoppgitt,Sysselsatte personer etter arbeidssted,2019,60
Kragerø,Uoppgitt,Sysselsatte personer etter arbeidssted,2020,53
Kragerø,Uoppgitt,Sysselsatte personer etter arbeidssted,2021,52
Kragerø,Uoppgitt,Sysselsatte personer etter arbeidssted,2022,55
Kragerø,Uoppgitt,Sysselsatte personer etter arbeidssted,2023,56
Kragerø,Uoppgitt,Sysselsatte personer etter arbeidssted,2024,53
Drangedal,"Jordbruk, skogbruk og fiske",Sysselsatte personer etter arbeidssted,2016,107
Drangedal,"Jordbruk, skogbruk og fiske",Sysselsatte personer etter arbeidssted,2017,106
Drangedal,"Jordbruk, skogbruk og fiske",Sysselsatte personer etter arbeidssted,2018,100
Drangedal,"Jordbruk, skogbruk og fiske",Sysselsatte personer etter arbeidssted,2019,104
Drangedal,"Jordbruk, skogbruk og fiske",Sysselsatte personer etter arbeidssted,2020,107
Drangedal,"Jordbruk, skogbruk og fiske",Sysselsatte personer etter arbeidssted,2021,114
Drangedal,"Jordbruk, skogbruk og fiske",Sysselsatte personer etter arbeidssted,2022,114
Drangedal,"Jordbruk, skogbruk og fiske",Sysselsatte personer etter arbeidssted,2023,104
Drangedal,"Jordbruk, skogbruk og fiske",Sysselsatte personer etter arbeidssted,2024,125
Drangedal,Bergverksdrift og utvinning,Sysselsatte personer etter arbeidssted,2016,0
Drangedal,Bergverksdrift og utvinning,Sysselsatte personer etter arbeidssted,2017,0
Drangedal,Bergverksdrift og utvinning,Sysselsatte personer etter arbeidssted,2018,0
Drangedal,Bergverksdrift og utvinning,Sysselsatte personer etter arbeidssted,2019,0
Drangedal,Bergverksdrift og utvinning,Sysselsatte personer etter arbeidssted,2020,0
Drangedal,Bergverksdrift og utvinning,Sysselsatte personer etter arbeidssted,2021,0
Drangedal,Bergverksdrift og utvinning,Sysselsatte personer etter arbeidssted,2022,0
Drangedal,Bergverksdrift og utvinning,Sysselsatte personer etter arbeidssted,2023,0
Drangedal,Bergverksdrift og utvinning,Sysselsatte personer etter arbeidssted,2024,0
Drangedal,Industri,Sysselsatte personer etter arbeidssted,2016,25
Drangedal,Industri,Sysselsatte personer etter arbeidssted,2017,27
Drangedal,Industri,Sysselsatte personer etter arbeidssted,2018,25
Drangedal,Industri,Sysselsatte personer etter arbeidssted,2019,22
Drangedal,Industri,Sysselsatte personer etter arbeidssted,2020,19
Drangedal,Industri,Sysselsatte personer etter arbeidssted,2021,19
Drangedal,Industri,Sysselsatte personer etter arbeidssted,2022,16
Drangedal,Industri,Sysselsatte personer etter arbeidssted,2023,14
Drangedal,Industri,Sysselsatte personer etter arbeidssted,2024,15
Drangedal,"Elektrisitet, vann og renovasjon",Sysselsatte personer etter arbeidssted,2016,24
Drangedal,"Elektrisitet, vann og renovasjon",Sysselsatte personer etter arbeidssted,2017,21
Drangedal,"Elektrisitet, vann og renovasjon",Sysselsatte personer etter arbeidssted,2018,21
Drangedal,"Elektrisitet, vann og renovasjon",Sysselsatte personer etter arbeidssted,2019,22
Drangedal,"Elektrisitet, vann og renovasjon",Sysselsatte personer etter arbeidssted,2020,24
Drangedal,"Elektrisitet, vann og renovasjon",Sysselsatte personer etter arbeidssted,2021,23
Drangedal,"Elektrisitet, vann og renovasjon",Sysselsatte personer etter arbeidssted,2022,24
Drangedal,"Elektrisitet, vann og renovasjon",Sysselsatte personer etter arbeidssted,2023,25
Drangedal,"Elektrisitet, vann og renovasjon",Sysselsatte personer etter arbeidssted,2024,26
Drangedal,Bygge- og anleggsvirksomhet,Sysselsatte personer etter arbeidssted,2016,146
Drangedal,Bygge- og anleggsvirksomhet,Sysselsatte personer etter arbeidssted,2017,152
Drangedal,Bygge- og anleggsvirksomhet,Sysselsatte personer etter arbeidssted,2018,168
Drangedal,Bygge- og anleggsvirksomhet,Sysselsatte personer etter arbeidssted,2019,170
Drangedal,Bygge- og anleggsvirksomhet,Sysselsatte personer etter arbeidssted,2020,180
Drangedal,Bygge- og anleggsvirksomhet,Sysselsatte personer etter arbeidssted,2021,181
Drangedal,Bygge- og anleggsvirksomhet,Sysselsatte personer etter arbeidssted,2022,147
Drangedal,Bygge- og anleggsvirksomhet,Sysselsatte personer etter arbeidssted,2023,210
Drangedal,Bygge- og anleggsvirksomhet,Sysselsatte personer etter arbeidssted,2024,189
Drangedal,"Varehandel, reparasjon av motorvogner",Sysselsatte personer etter arbeidssted,2016,135
Drangedal,"Varehandel, reparasjon av motorvogner",Sysselsatte personer etter arbeidssted,2017,137
Drangedal,"Varehandel, reparasjon av motorvogner",Sysselsatte personer etter arbeidssted,2018,131
Drangedal,"Varehandel, reparasjon av motorvogner",Sysselsatte personer etter arbeidssted,2019,138
Drangedal,"Varehandel, reparasjon av motorvogner",Sysselsatte personer etter arbeidssted,2020,141
Drangedal,"Varehandel, reparasjon av motorvogner",Sysselsatte personer etter arbeidssted,2021,146
Drangedal,"Varehandel, reparasjon av motorvogner",Sysselsatte personer etter arbeidssted,2022,148
Drangedal,"Varehandel, reparasjon av motorvogner",Sysselsatte personer etter arbeidssted,2023,133
Drangedal,"Varehandel, reparasjon av motorvogner",Sysselsatte personer etter arbeidssted,2024,130
Drangedal,Transport og lagring,Sysselsatte personer etter arbeidssted,2016,69
Drangedal,Transport og lagring,Sysselsatte personer etter arbeidssted,2017,57
Drangedal,Transport og lagring,Sysselsatte personer etter arbeidssted,2018,54
Drangedal,Transport og lagring,Sysselsatte personer etter arbeidssted,2019,75
Drangedal,Transport og lagring,Sysselsatte personer etter arbeidssted,2020,75
Drangedal,Transport og lagring,Sysselsatte personer etter arbeidssted,2021,79
Drangedal,Transport og lagring,Sysselsatte personer etter arbeidssted,2022,77
Drangedal,Transport og lagring,Sysselsatte personer etter arbeidssted,2023,81
Drangedal,Transport og lagring,Sysselsatte personer etter arbeidssted,2024,73
Drangedal,Overnattings- og serveringsvirksomhet,Sysselsatte personer etter arbeidssted,2016,9
Drangedal,Overnattings- og serveringsvirksomhet,Sysselsatte personer etter arbeidssted,2017,24
Drangedal,Overnattings- og serveringsvirksomhet,Sysselsatte personer etter arbeidssted,2018,17
Drangedal,Overnattings- og serveringsvirksomhet,Sysselsatte personer etter arbeidssted,2019,14
Drangedal,Overnattings- og serveringsvirksomhet,Sysselsatte personer etter arbeidssted,2020,8
Drangedal,Overnattings- og serveringsvirksomhet,Sysselsatte personer etter arbeidssted,2021,10
Drangedal,Overnattings- og serveringsvirksomhet,Sysselsatte personer etter arbeidssted,2022,6
Drangedal,Overnattings- og serveringsvirksomhet,Sysselsatte personer etter arbeidssted,2023,14
Drangedal,Overnattings- og serveringsvirksomhet,Sysselsatte personer etter arbeidssted,2024,9
Drangedal,Informasjon og kommunikasjon,Sysselsatte personer etter arbeidssted,2016,8
Drangedal,Informasjon og kommunikasjon,Sysselsatte personer etter arbeidssted,2017,4
Drangedal,Informasjon og kommunikasjon,Sysselsatte personer etter arbeidssted,2018,3
Drangedal,Informasjon og kommunikasjon,Sysselsatte personer etter arbeidssted,2019,6
Drangedal,Informasjon og kommunikasjon,Sysselsatte personer etter arbeidssted,2020,3
Drangedal,Informasjon og kommunikasjon,Sysselsatte personer etter arbeidssted,2021,9
Drangedal,Informasjon og kommunikasjon,Sysselsatte personer etter arbeidssted,2022,6
Drangedal,Informasjon og kommunikasjon,Sysselsatte personer etter arbeidssted,2023,8
Drangedal,Informasjon og kommunikasjon,Sysselsatte personer etter arbeidssted,2024,6
Drangedal,Finansiering og forsikring,Sysselsatte personer etter arbeidssted,2016,19
Drangedal,Finansiering og forsikring,Sysselsatte personer etter arbeidssted,2017,18
Drangedal,Finansiering og forsikring,Sysselsatte personer etter arbeidssted,2018,17
Drangedal,Finansiering og forsikring,Sysselsatte personer etter arbeidssted,2019,18
Drangedal,Finansiering og forsikring,Sysselsatte personer etter arbeidssted,2020,17
Drangedal,Finansiering og forsikring,Sysselsatte personer etter arbeidssted,2021,20
Drangedal,Finansiering og forsikring,Sysselsatte personer etter arbeidssted,2022,21
Drangedal,Finansiering og forsikring,Sysselsatte personer etter arbeidssted,2023,19
Drangedal,Finansiering og forsikring,Sysselsatte personer etter arbeidssted,2024,17
Drangedal,"Teknisk tjenesteyting, eiendomsdrift",Sysselsatte personer etter arbeidssted,2016,33
Drangedal,"Teknisk tjenesteyting, eiendomsdrift",Sysselsatte personer etter arbeidssted,2017,31
Drangedal,"Teknisk tjenesteyting, eiendomsdrift",Sysselsatte personer etter arbeidssted,2018,30
Drangedal,"Teknisk tjenesteyting, eiendomsdrift",Sysselsatte personer etter arbeidssted,2019,28
Drangedal,"Teknisk tjenesteyting, eiendomsdrift",Sysselsatte personer etter arbeidssted,2020,37
Drangedal,"Teknisk tjenesteyting, eiendomsdrift",Sysselsatte personer etter arbeidssted,2021,29
Drangedal,"Teknisk tjenesteyting, eiendomsdrift",Sysselsatte personer etter arbeidssted,2022,34
Drangedal,"Teknisk tjenesteyting, eiendomsdrift",Sysselsatte personer etter arbeidssted,2023,29
Drangedal,"Teknisk tjenesteyting, eiendomsdrift",Sysselsatte personer etter arbeidssted,2024,38
Drangedal,Forretningsmessig tjenesteyting,Sysselsatte personer etter arbeidssted,2016,24
Drangedal,Forretningsmessig tjenesteyting,Sysselsatte personer etter arbeidssted,2017,29
Drangedal,Forretningsmessig tjenesteyting,Sysselsatte personer etter arbeidssted,2018,30
Drangedal,Forretningsmessig tjenesteyting,Sysselsatte personer etter arbeidssted,2019,50
Drangedal,Forretningsmessig tjenesteyting,Sysselsatte personer etter arbeidssted,2020,42
Drangedal,Forretningsmessig tjenesteyting,Sysselsatte personer etter arbeidssted,2021,31
Drangedal,Forretningsmessig tjenesteyting,Sysselsatte personer etter arbeidssted,2022,32
Drangedal,Forretningsmessig tjenesteyting,Sysselsatte personer etter arbeidssted,2023,35
Drangedal,Forretningsmessig tjenesteyting,Sysselsatte personer etter arbeidssted,2024,39
Drangedal,"Off.adm., forsvar, sosialforsikring",Sysselsatte personer etter arbeidssted,2016,79
Drangedal,"Off.adm., forsvar, sosialforsikring",Sysselsatte personer etter arbeidssted,2017,69
Drangedal,"Off.adm., forsvar, sosialforsikring",Sysselsatte personer etter arbeidssted,2018,77
Drangedal,"Off.adm., forsvar, sosialforsikring",Sysselsatte personer etter arbeidssted,2019,71
Drangedal,"Off.adm., forsvar, sosialforsikring",Sysselsatte personer etter arbeidssted,2020,71
Drangedal,"Off.adm., forsvar, sosialforsikring",Sysselsatte personer etter arbeidssted,2021,66
Drangedal,"Off.adm., forsvar, sosialforsikring",Sysselsatte personer etter arbeidssted,2022,69
Drangedal,"Off.adm., forsvar, sosialforsikring",Sysselsatte personer etter arbeidssted,2023,72
Drangedal,"Off.adm., forsvar, sosialforsikring",Sysselsatte personer etter arbeidssted,2024,72
Drangedal,Undervisning,Sysselsatte personer etter arbeidssted,2016,103
Drangedal,Undervisning,Sysselsatte personer etter arbeidssted,2017,110
Drangedal,Undervisning,Sysselsatte personer etter arbeidssted,2018,104
Drangedal,Undervisning,Sysselsatte personer etter arbeidssted,2019,91
Drangedal,Undervisning,Sysselsatte personer etter arbeidssted,2020,93
Drangedal,Undervisning,Sysselsatte personer etter arbeidssted,2021,95
Drangedal,Undervisning,Sysselsatte personer etter arbeidssted,2022,90
Drangedal,Undervisning,Sysselsatte personer etter arbeidssted,2023,86
Drangedal,Undervisning,Sysselsatte personer etter arbeidssted,2024,83
Drangedal,Helse- og sosialtjenester,Sysselsatte personer etter arbeidssted,2016,374
Drangedal,Helse- og sosialtjenester,Sysselsatte personer etter arbeidssted,2017,372
Drangedal,Helse- og sosialtjenester,Sysselsatte personer etter arbeidssted,2018,366
Drangedal,Helse- og sosialtjenester,Sysselsatte personer etter arbeidssted,2019,356
Drangedal,Helse- og sosialtjenester,Sysselsatte personer etter arbeidssted,2020,374
Drangedal,Helse- og sosialtjenester,Sysselsatte personer etter arbeidssted,2021,367
Drangedal,Helse- og sosialtjenester,Sysselsatte personer etter arbeidssted,2022,389
Drangedal,Helse- og sosialtjenester,Sysselsatte personer etter arbeidssted,2023,392
Drangedal,Helse- og sosialtjenester,Sysselsatte personer etter arbeidssted,2024,388
Drangedal,Personlig tjenesteyting,Sysselsatte personer etter arbeidssted,2016,57
Drangedal,Personlig tjenesteyting,Sysselsatte personer etter arbeidssted,2017,60
Drangedal,Personlig tjenesteyting,Sysselsatte personer etter arbeidssted,2018,59
Drangedal,Personlig tjenesteyting,Sysselsatte personer etter arbeidssted,2019,56
Drangedal,Personlig tjenesteyting,Sysselsatte personer etter arbeidssted,2020,48
Drangedal,Personlig tjenesteyting,Sysselsatte personer etter arbeidssted,2021,48
Drangedal,Personlig tjenesteyting,Sysselsatte personer etter arbeidssted,2022,51
Drangedal,Personlig tjenesteyting,Sysselsatte personer etter arbeidssted,2023,43
Drangedal,Personlig tjenesteyting,Sysselsatte personer etter arbeidssted,2024,45
Drangedal,Uoppgitt,Sysselsatte personer etter arbeidssted,2016,38
Drangedal,Uoppgitt,Sysselsatte personer etter arbeidssted,2017,29
Drangedal,Uoppgitt,Sysselsatte personer etter arbeidssted,2018,23
Drangedal,Uoppgitt,Sysselsatte personer etter arbeidssted,2019,21
Drangedal,Uoppgitt,Sysselsatte personer etter arbeidssted,2020,17
Drangedal,Uoppgitt,Sysselsatte personer etter arbeidssted,2021,18
Drangedal,Uoppgitt,Sysselsatte personer etter arbeidssted,2022,19
Drangedal,Uoppgitt,Sysselsatte personer etter arbeidssted,2023,18
Drangedal,Uoppgitt,Sysselsatte personer etter arbeidssted,2024,12
Nome,"Jordbruk, skogbruk og fiske",Sysselsatte personer etter arbeidssted,2016,104
Nome,"Jordbruk, skogbruk og fiske",Sysselsatte personer etter arbeidssted,2017,96
Nome,"Jordbruk, skogbruk og fiske",Sysselsatte personer etter arbeidssted,2018,92
Nome,"Jordbruk, skogbruk og fiske",Sysselsatte personer etter arbeidssted,2019,88
Nome,"Jordbruk, skogbruk og fiske",Sysselsatte personer etter arbeidssted,2020,88
Nome,"Jordbruk, skogbruk og fiske",Sysselsatte personer etter arbeidssted,2021,97
Nome,"Jordbruk, skogbruk og fiske",Sysselsatte personer etter arbeidssted,2022,102
Nome,"Jordbruk, skogbruk og fiske",Sysselsatte personer etter arbeidssted,2023,92
Nome,"Jordbruk, skogbruk og fiske",Sysselsatte personer etter arbeidssted,2024,98
Nome,Bergverksdrift og utvinning,Sysselsatte personer etter arbeidssted,2016,0
Nome,Bergverksdrift og utvinning,Sysselsatte personer etter arbeidssted,2017,0
Nome,Bergverksdrift og utvinning,Sysselsatte personer etter arbeidssted,2018,0
Nome,Bergverksdrift og utvinning,Sysselsatte personer etter arbeidssted,2019,3
Nome,Bergverksdrift og utvinning,Sysselsatte personer etter arbeidssted,2020,0
Nome,Bergverksdrift og utvinning,Sysselsatte personer etter arbeidssted,2021,0
Nome,Bergverksdrift og utvinning,Sysselsatte personer etter arbeidssted,2022,3
Nome,Bergverksdrift og utvinning,Sysselsatte personer etter arbeidssted,2023,7
